Total Travel Time
17.66
22.8
39.02
7.420002
34.9
28.52
41.98
38.74
20.48
14.17333
8.259998
8.260002
7.68
49.07999
47.5
36.34
16.14
23.5
7.400002
53.26
8.699997
36.66
46.98
41.49999
9.18
30.2
28.54
26.4
8.260002
9.279999
7.739998
89.73999
59
15.42
7.640015
51.18001
46.49999
38.54
37.03999
11.36
8.300003
12.22
29
10.87999
12.92001
39.34001
55.56
24.79999
8.73999
36.44
29.96001
28.5
14.06
56.94
24.56
19.81999
16.62
46.96001
40.48001
21.04001
32.54001
16.34001
9.860001
20.28
13.8
7.679993
8.26001
8.819992
7.479996
25.17999
28.44
21.67999
16.03999
8.259995
8.360016
28.78
8.320007
28.22
45.30002
43.86
7.399994
52.39999
8.73999
12.06
49.34003
46.10001
36.38
24.26001
41.40002
36.66
8.26001
18.94
53.20001
33.76001
32.17999
22.45999
34.10001
8.299988
22.97995
8.459991
44.88
41.66
30.34003
11.63998
44.62
18.70001
10.08002
17.23999
9.279999
8.259979
7.720001
64.36002
54.95999
53.06
24.24002
34.98001
15.60001
14.02002
24.26666
9.47998
8.300018
71.70001
8.660004
29.58002
36.16
46.37997
8.26001
21.78
8.26001
8.259979
47
35.70001
24.54001
36.69998
18.17999
22.17999
10.25998
8.300018
64.16
33.41998
31.54001
51.3533
39.22
23.47998
18.48001
8.860016
8.26001
48.76001
22.84
37.45996
36.02002
52.34
37.93997
15.66003
8.299988
10.28003
24.21997
43.67999
49.90002
46.66003
43.42001
18.37994
38.71997
16.03998
14.53998
8.26001
8.26001
8.259949
53.76001
47.28003
32.73999
10.08002
8.399963
28.17999
22.28003
7.400024
41.32001
31.92004
28.68005
12.48004
23.97998
20.73999
8.399963
26.06
8.299988
41.68005
38.47998
27.73999
26.30005
10.58002
49.67999
48.09998
30.38
40.15997
30.44
27.20001
20.71997
18.38
8.680054
25.73999
7.679993
8.26001
8.26001
37.58002
34.34003
16.70001
8.779968
7.399963
8.780029
38.91998
7.439941
14.62
24.82001
38.38
11
8.259949
58.43994
37.41998
32.70001
28.78003
23.95996
12.58002
11.13995
7.399963
53.35999
50.14001
22.57996
46.62
43.41992
40.14001
24.78003
18.36005
23.48004
8.26001
7.679993
8.26001
8.26001
36.41998
31.59998
8.299988
7.460022
51.23999
21.57996
31.35999
41.31995
13.53998
20.26001
39.83997
12.32001
8.26001
8.26001
8.26001
58.44659
22.23999
49.03998
18.44
12.37329
8.299988
56.58002
53.35999
9.619995
46.60004
10.96002
24.92004
8.26001
7.679993
8.26001
63.41998
56.94
52.12
26.19995
15.02002
54.03998
11.91998
12
64.82001
58.35999
43.79999
41.87994
35.39996
28.91998
20.97998
17.73999
16.23999
8.360046
7.719971
12.84003
68.44
8.100037
57.14001
52.44
42.84003
27.21997
7.400024
8.299988
47.13995
30.95996
16.36005
33.39996
46.88
37.15997
15.62
22.74005
11.52002
8.26001
8.259949
89.62006
34.54004
16.75995
8.279968
51.07996
38.12
28.98004
10.73999
7.400024
38.62006
35.38007
29.79993
18.5
8.26001
8.259888
45.71997
29.52002
45.14001
42.82007
17.43994
34.44006
28.55994
23.78003
15.69995
40.07996
20.64001
17.40002
32.14001
9.47998
27.40002
8.26001
19.40002
8.26001
7.679932
34.04004
22.73999
17.97998
18.04004
14.80005
8.259888
8.26001
44.57996
34.85999
17.07996
10.59998
40.84009
36.05994
8.300049
12.62
55.70007
26.56006
34.64001
48.95996
29.52002
19.79993
40.07996
29.06006
8.266602
13.28003
39.85999
23.66003
35.03992
18.83997
16.68005
25.05994
63.95996
23.57996
59.26001
7.719971
47.47998
18.31995
15.07996
26.57996
7.680054
8.26001
8.439941
64.30005
11.95996
54.92004
47
40.93323
13.44006
11.82007
107.36
46.65991
89.81995
49.23999
46
8.26001
44.54004
30.08008
22.07996
8.26001
46.62
33.65991
45.04004
17.68005
46.03992
29.92004
38.57996
138.08
15.97998
81.83997
47.76001
44.52002
34.79993
12.12
39.82007
33.33997
30.09998
11.40002
18.88
8.26001
8.26001
45.14001
64.6001
14.3999
17.65991
38.16003
20.90002
15.05994
110.6
10.28003
46.87988
70.57996
16.54004
43.03992
33.31995
30.92004
18.90002
13.41992
8.26001
8.26001
10.45996
50.14001
46.35999
37.52002
28.38
42.09998
17.66003
27.69995
15.22009
7.399902
8.359985
86.28003
31.31995
44.80005
35.08008
20.66003
